basin_id,seed,status,original_nse,reachable_nse,nse_decline,negative_test_day_fraction,maximum_storage_deficit_mm,material_negative_storage,high_skill_original_path,nse_declines_under_ordered_path,huc_02,gauge_lat,gauge_lon,elev_mean,area_gages2,aridity,frac_snow,frac_forest,aridity_stratum,snow_stratum,area_stratum
01423000,47,complete,0.5977298021316528,-0.1277942657470703,0.7255240678787231,0.9482475355969332,16.851125717163086,True,True,True,02,42.1662,-75.13989,593.67,859.68,0.601215979319906,0.217830297712483,0.9854,humid,snow-influenced,medium
01435000,11,complete,0.6392936110496521,0.5822272300720215,0.057066380977630615,0.9958926615553122,9.118776321411133,True,True,True,02,41.89009,-74.58988,560.05,172.46,0.532018806954623,0.223616269388589,1.0,humid,snow-influenced,small
01435000,29,complete,0.6333789825439453,0.33338719606399536,0.29999178647994995,0.9813800657174151,149.66094970703125,True,True,True,02,41.89009,-74.58988,560.05,172.46,0.532018806954623,0.223616269388589,1.0,humid,snow-influenced,small
01435000,47,complete,0.6385465860366821,0.45321667194366455,0.18532991409301758,1.0,25.2043514251709,True,True,True,02,41.89009,-74.58988,560.05,172.46,0.532018806954623,0.223616269388589,1.0,humid,snow-influenced,small
01439500,11,complete,0.588446855545044,0.4293516278266907,0.15909522771835327,0.9846659364731654,25.74033546447754,True,True,True,02,41.08815,-75.03767,307.06,305.88,0.636544584519553,0.163765228832016,0.997,humid,snow-influenced,small
01439500,29,complete,0.4187357425689697,-0.656275749206543,1.0750114917755127,1.0,443.1580810546875,True,False,True,02,41.08815,-75.03767,307.06,305.88,0.636544584519553,0.163765228832016,0.997,humid,snow-influenced,small
01439500,47,complete,0.43998008966445923,-0.2179110050201416,0.6578910946846008,0.9868565169769989,95.18511199951172,True,False,True,02,41.08815,-75.03767,307.06,305.88,0.636544584519553,0.163765228832016,0.997,humid,snow-influenced,small
01440000,11,complete,0.6011442542076111,0.17492276430130005,0.42622148990631104,0.9055312157721797,9.70754337310791,True,True,True,02,41.10667,-74.95222,234.2,167.72,0.660024329042491,0.147767408338048,0.908,humid,snow-influenced,small
01440000,29,complete,0.6354035139083862,-0.35505998134613037,0.9904634952545166,0.8263964950711938,172.76766967773438,True,True,True,02,41.10667,-74.95222,234.2,167.72,0.660024329042491,0.147767408338048,0.908,humid,snow-influenced,small
01440000,47,complete,0.6396082043647766,-0.3702586889266968,1.0098668932914734,0.8387185104052574,38.464786529541016,True,True,True,02,41.10667,-74.95222,234.2,167.72,0.660024329042491,0.147767408338048,0.908,humid,snow-influenced,small
